number,lv1,lv2,name
1,Tài chính và bảo hiểm,Ngân hàng,ABB
2,Tài chính và bảo hiểm,Ngân hàng,ACB
3,Tài chính và bảo hiểm,Ngân hàng,BAB
4,Tài chính và bảo hiểm,Ngân hàng,BID
5,Tài chính và bảo hiểm,Ngân hàng,BVB
6,Tài chính và bảo hiểm,Ngân hàng,CTG
7,Tài chính và bảo hiểm,Ngân hàng,EIB
8,Tài chính và bảo hiểm,Ngân hàng,EVF
9,Tài chính và bảo hiểm,Ngân hàng,HDB
10,Tài chính và bảo hiểm,Ngân hàng,KLB
11,Tài chính và bảo hiểm,Ngân hàng,LPB
12,Tài chính và bảo hiểm,Ngân hàng,MBB
13,Tài chính và bảo hiểm,Ngân hàng,MSB
14,Tài chính và bảo hiểm,Ngân hàng,NAB
15,Tài chính và bảo hiểm,Ngân hàng,NVB
16,Tài chính và bảo hiểm,Ngân hàng,OCB
17,Tài chính và bảo hiểm,Ngân hàng,PGB
18,Tài chính và bảo hiểm,Ngân hàng,SGB
19,Tài chính và bảo hiểm,Ngân hàng,SHB
20,Tài chính và bảo hiểm,Ngân hàng,SSB
21,Tài chính và bảo hiểm,Ngân hàng,STB
22,Tài chính và bảo hiểm,Ngân hàng,TCB
23,Tài chính và bảo hiểm,Ngân hàng,TIN
24,Tài chính và bảo hiểm,Ngân hàng,TPB
25,Tài chính và bảo hiểm,Ngân hàng,VAB
26,Tài chính và bảo hiểm,Ngân hàng,VBB
27,Tài chính và bảo hiểm,Ngân hàng,VCB
28,Tài chính và bảo hiểm,Ngân hàng,VIB
29,Tài chính và bảo hiểm,Ngân hàng,VPB
30,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,AAS
31,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,AGR
32,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,APG
33,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,APS
34,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,ART
35,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,BMS
36,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,BSI
37,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,BVS
38,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,CSI
39,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,CTS
40,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,DSC
41,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,EVS
42,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,FTS
43,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,HAC
44,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,HBS
45,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,HCM
46,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,HSA
47,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,IPA
48,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,IVS
49,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,MBS
50,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,OGC
51,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,ORS
52,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,PHS
53,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,PSI
54,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,PVR
55,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,SBS
56,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,SHS
57,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,SSI
58,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,TCI
59,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,TVB
60,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,TVC
61,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,TVS
62,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,VCI
63,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,VDS
64,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,VFS
65,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,VIG
66,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,VIX
67,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,VND
68,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,VUA
69,Tài chính và bảo hiểm,Chứng khoán và các hoạt động liên quan,WSS
70,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,ABI
71,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,AIC
72,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,BIC
73,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,BLI
74,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,BMI
75,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,BVH
76,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,MIG
77,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,PGI
78,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,PRE
79,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,PTI
80,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,PVI
81,Tài chính và bảo hiểm,Bảo hiểm và các hoạt động liên quan,VNR
82,Sản xuất nông nghiệp,Chăn nuôi,APT
83,Sản xuất nông nghiệp,Chăn nuôi,ASM
84,Sản xuất nông nghiệp,Chăn nuôi,BAF
85,Sản xuất nông nghiệp,Chăn nuôi,HVA
86,Sản xuất nông nghiệp,Chăn nuôi,MLS
87,Sản xuất nông nghiệp,Chăn nuôi,NSS
88,Sản xuất nông nghiệp,Chăn nuôi,PSL
89,Sản xuất nông nghiệp,Chăn nuôi,SEA
90,Sản xuất nông nghiệp,Hoạt động hỗ trợ cho nông lâm nghiệp,APC
91,Sản xuất nông nghiệp,Hoạt động hỗ trợ cho nông lâm nghiệp,PSW
92,Sản xuất nông nghiệp,Trồng rừng và khai thác gỗ,FRM
93,Sản xuất nông nghiệp,Trồng rừng và khai thác gỗ,VIF
94,Sản xuất nông nghiệp,Trồng trọt,AUM
95,Sản xuất nông nghiệp,Trồng trọt,BHG
96,Sản xuất nông nghiệp,Trồng trọt,CNA
97,Sản xuất nông nghiệp,Trồng trọt,CPA
98,Sản xuất nông nghiệp,Trồng trọt,CTP
99,Sản xuất nông nghiệp,Trồng trọt,DRG
100,Sản xuất nông nghiệp,Trồng trọt,FGL
101,Sản xuất nông nghiệp,Trồng trọt,HAG
102,Sản xuất nông nghiệp,Trồng trọt,HKT
103,Sản xuất nông nghiệp,Trồng trọt,HNG
104,Sản xuất nông nghiệp,Trồng trọt,HSL
105,Sản xuất nông nghiệp,Trồng trọt,LNC
106,Sản xuất nông nghiệp,Trồng trọt,NSC
107,Sản xuất nông nghiệp,Trồng trọt,SCA
108,Sản xuất nông nghiệp,Trồng trọt,SEP
109,Sản xuất nông nghiệp,Trồng trọt,SJF
110,Sản xuất nông nghiệp,Trồng trọt,SSC
111,Sản xuất nông nghiệp,Trồng trọt,TAN
112,Khai khoáng,Các hoạt động hỗ trợ khai khoáng,DLT
113,Khai khoáng,Các hoạt động hỗ trợ khai khoáng,MGC
114,Khai khoáng,Các hoạt động hỗ trợ khai khoáng,MSR
115,Khai khoáng,Các hoạt động hỗ trợ khai khoáng,POS
116,Khai khoáng,Các hoạt động hỗ trợ khai khoáng,PSB
117,Khai khoáng,Các hoạt động hỗ trợ khai khoáng,PVB
118,Khai khoáng,Các hoạt động hỗ trợ khai khoáng,PVC
119,Khai khoáng,Các hoạt động hỗ trợ khai khoáng,PVD
120,Khai khoáng,Các hoạt động hỗ trợ khai khoáng,PVS
121,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),ACM
122,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),ALV
123,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),AMC
124,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),ATG
125,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),BCB
126,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),BKC
127,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),BMC
128,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),BMJ
129,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),C32
130,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),CMI
131,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),CST
132,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),CTA
133,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),DHA
134,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),DHM
135,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),GLC
136,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HGM
137,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HLC
138,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HMR
139,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HPM
140,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),ITS
141,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),KCB
142,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),KHB
143,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),KLM
144,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),KSB
145,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),KSH
146,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),KSQ
147,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),KSV
148,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),LCM
149,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),MDC
150,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),MDG
151,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),MIC
152,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),MIM
153,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),MTA
154,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),MVB
155,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),NBC
156,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),NNC
157,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),SPI
158,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),SQC
159,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),TC6
160,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),TDN
161,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),THT
162,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),TMB
163,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),TMG
164,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),TNT
165,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),TVD
166,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),VCE
167,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),VDB
168,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),VIM
169,Khai khoáng,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),VLB
170,Tiện ích,"Nước, chất thải và các hệ thống khác",BDW
171,Tiện ích,"Nước, chất thải và các hệ thống khác",BGW
172,Tiện ích,"Nước, chất thải và các hệ thống khác",BLW
173,Tiện ích,"Nước, chất thải và các hệ thống khác",BNW
174,Tiện ích,"Nước, chất thải và các hệ thống khác",BRS
175,Tiện ích,"Nước, chất thải và các hệ thống khác",BTW
176,Tiện ích,"Nước, chất thải và các hệ thống khác",BWA
177,Tiện ích,"Nước, chất thải và các hệ thống khác",BWE
178,Tiện ích,"Nước, chất thải và các hệ thống khác",BWS
179,Tiện ích,"Nước, chất thải và các hệ thống khác",CLW
180,Tiện ích,"Nước, chất thải và các hệ thống khác",CMW
181,Tiện ích,"Nước, chất thải và các hệ thống khác",CTW
182,Tiện ích,"Nước, chất thải và các hệ thống khác",DBW
183,Tiện ích,"Nước, chất thải và các hệ thống khác",DDG
184,Tiện ích,"Nước, chất thải và các hệ thống khác",DNE
185,Tiện ích,"Nước, chất thải và các hệ thống khác",DNN
186,Tiện ích,"Nước, chất thải và các hệ thống khác",DNW
187,Tiện ích,"Nước, chất thải và các hệ thống khác",DWC
188,Tiện ích,"Nước, chất thải và các hệ thống khác",DWS
189,Tiện ích,"Nước, chất thải và các hệ thống khác",GDW
190,Tiện ích,"Nước, chất thải và các hệ thống khác",GLW
191,Tiện ích,"Nước, chất thải và các hệ thống khác",HDW
192,Tiện ích,"Nước, chất thải và các hệ thống khác",HEP
193,Tiện ích,"Nước, chất thải và các hệ thống khác",HGW
194,Tiện ích,"Nước, chất thải và các hệ thống khác",HPW
195,Tiện ích,"Nước, chất thải và các hệ thống khác",HTW
196,Tiện ích,"Nước, chất thải và các hệ thống khác",HWS
197,Tiện ích,"Nước, chất thải và các hệ thống khác",KHW
198,Tiện ích,"Nước, chất thải và các hệ thống khác",LAW
199,Tiện ích,"Nước, chất thải và các hệ thống khác",LCW
200,Tiện ích,"Nước, chất thải và các hệ thống khác",LDW
201,Tiện ích,"Nước, chất thải và các hệ thống khác",LKW
202,Tiện ích,"Nước, chất thải và các hệ thống khác",LWS
203,Tiện ích,"Nước, chất thải và các hệ thống khác",MTL
204,Tiện ích,"Nước, chất thải và các hệ thống khác",NAW
205,Tiện ích,"Nước, chất thải và các hệ thống khác",NBT
206,Tiện ích,"Nước, chất thải và các hệ thống khác",NBW
207,Tiện ích,"Nước, chất thải và các hệ thống khác",NDW
208,Tiện ích,"Nước, chất thải và các hệ thống khác",NLS
209,Tiện ích,"Nước, chất thải và các hệ thống khác",NNT
210,Tiện ích,"Nước, chất thải và các hệ thống khác",NQB
211,Tiện ích,"Nước, chất thải và các hệ thống khác",NQN
212,Tiện ích,"Nước, chất thải và các hệ thống khác",NQT
213,Tiện ích,"Nước, chất thải và các hệ thống khác",NS2
214,Tiện ích,"Nước, chất thải và các hệ thống khác",NSL
215,Tiện ích,"Nước, chất thải và các hệ thống khác",NTW
216,Tiện ích,"Nước, chất thải và các hệ thống khác",NVP
217,Tiện ích,"Nước, chất thải và các hệ thống khác",PJS
218,Tiện ích,"Nước, chất thải và các hệ thống khác",PMW
219,Tiện ích,"Nước, chất thải và các hệ thống khác",PWS
220,Tiện ích,"Nước, chất thải và các hệ thống khác",QNU
221,Tiện ích,"Nước, chất thải và các hệ thống khác",QNW
222,Tiện ích,"Nước, chất thải và các hệ thống khác",SII
223,Tiện ích,"Nước, chất thải và các hệ thống khác",SIP
224,Tiện ích,"Nước, chất thải và các hệ thống khác",STW
225,Tiện ích,"Nước, chất thải và các hệ thống khác",TAW
226,Tiện ích,"Nước, chất thải và các hệ thống khác",TDM
227,Tiện ích,"Nước, chất thải và các hệ thống khác",TDW
228,Tiện ích,"Nước, chất thải và các hệ thống khác",THN
229,Tiện ích,"Nước, chất thải và các hệ thống khác",THU
230,Tiện ích,"Nước, chất thải và các hệ thống khác",THW
231,Tiện ích,"Nước, chất thải và các hệ thống khác",TNW
232,Tiện ích,"Nước, chất thải và các hệ thống khác",TOW
233,Tiện ích,"Nước, chất thải và các hệ thống khác",TQW
234,Tiện ích,"Nước, chất thải và các hệ thống khác",TVW
235,Tiện ích,"Nước, chất thải và các hệ thống khác",UCT
236,Tiện ích,"Nước, chất thải và các hệ thống khác",VAV
237,Tiện ích,"Nước, chất thải và các hệ thống khác",VCW
238,Tiện ích,"Nước, chất thải và các hệ thống khác",VLW
239,Tiện ích,"Nước, chất thải và các hệ thống khác",VPW
240,Tiện ích,"Phát, truyền tải và phân phối điện năng",AVC
241,Tiện ích,"Phát, truyền tải và phân phối điện năng",BHA
242,Tiện ích,"Phát, truyền tải và phân phối điện năng",BSA
243,Tiện ích,"Phát, truyền tải và phân phối điện năng",BTP
244,Tiện ích,"Phát, truyền tải và phân phối điện năng",CHP
245,Tiện ích,"Phát, truyền tải và phân phối điện năng",DNA
246,Tiện ích,"Phát, truyền tải và phân phối điện năng",DNC
247,Tiện ích,"Phát, truyền tải và phân phối điện năng",DNH
248,Tiện ích,"Phát, truyền tải và phân phối điện năng",DRL
249,Tiện ích,"Phát, truyền tải và phân phối điện năng",DTE
250,Tiện ích,"Phát, truyền tải và phân phối điện năng",DTK
251,Tiện ích,"Phát, truyền tải và phân phối điện năng",DTV
252,Tiện ích,"Phát, truyền tải và phân phối điện năng",EIC
253,Tiện ích,"Phát, truyền tải và phân phối điện năng",GE2
254,Tiện ích,"Phát, truyền tải và phân phối điện năng",GEG
255,Tiện ích,"Phát, truyền tải và phân phối điện năng",GHC
256,Tiện ích,"Phát, truyền tải và phân phối điện năng",GSM
257,Tiện ích,"Phát, truyền tải và phân phối điện năng",HID
258,Tiện ích,"Phát, truyền tải và phân phối điện năng",HJS
259,Tiện ích,"Phát, truyền tải và phân phối điện năng",HNA
260,Tiện ích,"Phát, truyền tải và phân phối điện năng",HND
261,Tiện ích,"Phát, truyền tải và phân phối điện năng",HPD
262,Tiện ích,"Phát, truyền tải và phân phối điện năng",IDC
263,Tiện ích,"Phát, truyền tải và phân phối điện năng",ISH
264,Tiện ích,"Phát, truyền tải và phân phối điện năng",KHP
265,Tiện ích,"Phát, truyền tải và phân phối điện năng",NBP
266,Tiện ích,"Phát, truyền tải và phân phối điện năng",NED
267,Tiện ích,"Phát, truyền tải và phân phối điện năng",NT2
268,Tiện ích,"Phát, truyền tải và phân phối điện năng",NTH
269,Tiện ích,"Phát, truyền tải và phân phối điện năng",PGV
270,Tiện ích,"Phát, truyền tải và phân phối điện năng",PIC
271,Tiện ích,"Phát, truyền tải và phân phối điện năng",POW
272,Tiện ích,"Phát, truyền tải và phân phối điện năng",PPC
273,Tiện ích,"Phát, truyền tải và phân phối điện năng",QPH
274,Tiện ích,"Phát, truyền tải và phân phối điện năng",QTP
275,Tiện ích,"Phát, truyền tải và phân phối điện năng",S4A
276,Tiện ích,"Phát, truyền tải và phân phối điện năng",S72
277,Tiện ích,"Phát, truyền tải và phân phối điện năng",SBA
278,Tiện ích,"Phát, truyền tải và phân phối điện năng",SBH
279,Tiện ích,"Phát, truyền tải và phân phối điện năng",SBM
280,Tiện ích,"Phát, truyền tải và phân phối điện năng",SD3
281,Tiện ích,"Phát, truyền tải và phân phối điện năng",SEB
282,Tiện ích,"Phát, truyền tải và phân phối điện năng",SHP
283,Tiện ích,"Phát, truyền tải và phân phối điện năng",SJD
284,Tiện ích,"Phát, truyền tải và phân phối điện năng",SP2
285,Tiện ích,"Phát, truyền tải và phân phối điện năng",SVH
286,Tiện ích,"Phát, truyền tải và phân phối điện năng",TBC
287,Tiện ích,"Phát, truyền tải và phân phối điện năng",TDB
288,Tiện ích,"Phát, truyền tải và phân phối điện năng",TMP
289,Tiện ích,"Phát, truyền tải và phân phối điện năng",TTA
290,Tiện ích,"Phát, truyền tải và phân phối điện năng",TTE
291,Tiện ích,"Phát, truyền tải và phân phối điện năng",UIC
292,Tiện ích,"Phát, truyền tải và phân phối điện năng",VCP
293,Tiện ích,"Phát, truyền tải và phân phối điện năng",VPD
294,Tiện ích,"Phát, truyền tải và phân phối điện năng",VSH
295,Tiện ích,"Phát, truyền tải và phân phối điện năng",XMP
296,Tiện ích,Phân phối khí đốt thiên nhiên,ASP
297,Tiện ích,Phân phối khí đốt thiên nhiên,CNG
298,Tiện ích,Phân phối khí đốt thiên nhiên,GAS
299,Tiện ích,Phân phối khí đốt thiên nhiên,MTG
300,Tiện ích,Phân phối khí đốt thiên nhiên,PCG
301,Tiện ích,Phân phối khí đốt thiên nhiên,PGC
302,Tiện ích,Phân phối khí đốt thiên nhiên,PGD
303,Tiện ích,Phân phối khí đốt thiên nhiên,PGS
304,Tiện ích,Phân phối khí đốt thiên nhiên,PVG
305,Tiện ích,Phân phối khí đốt thiên nhiên,VMG
306,Xây dựng và Bất động sản,Bất động sản,BAX
307,Xây dựng và Bất động sản,Bất động sản,BCM
308,Xây dựng và Bất động sản,Bất động sản,BII
309,Xây dựng và Bất động sản,Bất động sản,CCL
310,Xây dựng và Bất động sản,Bất động sản,CID
311,Xây dựng và Bất động sản,Bất động sản,CRE
312,Xây dựng và Bất động sản,Bất động sản,DRH
313,Xây dựng và Bất động sản,Bất động sản,DTI
314,Xây dựng và Bất động sản,Bất động sản,DXS
315,Xây dựng và Bất động sản,Bất động sản,FDC
316,Xây dựng và Bất động sản,Bất động sản,FTI
317,Xây dựng và Bất động sản,Bất động sản,HAR
318,Xây dựng và Bất động sản,Bất động sản,HC3
319,Xây dựng và Bất động sản,Bất động sản,HD6
320,Xây dựng và Bất động sản,Bất động sản,HPI
321,Xây dựng và Bất động sản,Bất động sản,HRB
322,Xây dựng và Bất động sản,Bất động sản,HTT
323,Xây dựng và Bất động sản,Bất động sản,HU4
324,Xây dựng và Bất động sản,Bất động sản,IDV
325,Xây dựng và Bất động sản,Bất động sản,ITA
326,Xây dựng và Bất động sản,Bất động sản,KAC
327,Xây dựng và Bất động sản,Bất động sản,KBC
328,Xây dựng và Bất động sản,Bất động sản,KHA
329,Xây dựng và Bất động sản,Bất động sản,KHG
330,Xây dựng và Bất động sản,Bất động sản,KOS
331,Xây dựng và Bất động sản,Bất động sản,LAI
332,Xây dựng và Bất động sản,Bất động sản,LDG
333,Xây dựng và Bất động sản,Bất động sản,LGL
334,Xây dựng và Bất động sản,Bất động sản,LHG
335,Xây dựng và Bất động sản,Bất động sản,MA1
336,Xây dựng và Bất động sản,Bất động sản,MH3
337,Xây dựng và Bất động sản,Bất động sản,NRC
338,Xây dựng và Bất động sản,Bất động sản,NTC
339,Xây dựng và Bất động sản,Bất động sản,PLA
340,Xây dựng và Bất động sản,Bất động sản,PSG
341,Xây dựng và Bất động sản,Bất động sản,PTL
342,Xây dựng và Bất động sản,Bất động sản,PV2
343,Xây dựng và Bất động sản,Bất động sản,PVL
344,Xây dựng và Bất động sản,Bất động sản,PWA
345,Xây dựng và Bất động sản,Bất động sản,PXA
346,Xây dựng và Bất động sản,Bất động sản,PXL
347,Xây dựng và Bất động sản,Bất động sản,SDU
348,Xây dựng và Bất động sản,Bất động sản,SGR
349,Xây dựng và Bất động sản,Bất động sản,SIC
350,Xây dựng và Bất động sản,Bất động sản,SID
351,Xây dựng và Bất động sản,Bất động sản,SJC
352,Xây dựng và Bất động sản,Bất động sản,STL
353,Xây dựng và Bất động sản,Bất động sản,SZB
354,Xây dựng và Bất động sản,Bất động sản,SZC
355,Xây dựng và Bất động sản,Bất động sản,SZG
356,Xây dựng và Bất động sản,Bất động sản,SZL
357,Xây dựng và Bất động sản,Bất động sản,TBH
358,Xây dựng và Bất động sản,Bất động sản,TDH
359,Xây dựng và Bất động sản,Bất động sản,TIG
360,Xây dựng và Bất động sản,Bất động sản,TIP
361,Xây dựng và Bất động sản,Bất động sản,TIX
362,Xây dựng và Bất động sản,Bất động sản,TN1
363,Xây dựng và Bất động sản,Bất động sản,VES
364,Xây dựng và Bất động sản,Bất động sản,VNI
365,Xây dựng và Bất động sản,Bất động sản,VRC
366,Xây dựng và Bất động sản,Bất động sản,VRE
367,Xây dựng và Bất động sản,Bất động sản,VRG
368,Xây dựng và Bất động sản,Bất động sản,XMC
369,Xây dựng và Bất động sản,Nhà thầu chuyên môn,DC2
370,Xây dựng và Bất động sản,Nhà thầu chuyên môn,DFF
371,Xây dựng và Bất động sản,Nhà thầu chuyên môn,FCN
372,Xây dựng và Bất động sản,Nhà thầu chuyên môn,HTN
373,Xây dựng và Bất động sản,Nhà thầu chuyên môn,HVH
374,Xây dựng và Bất động sản,Nhà thầu chuyên môn,L10
375,Xây dựng và Bất động sản,Nhà thầu chuyên môn,L43
376,Xây dựng và Bất động sản,Nhà thầu chuyên môn,L44
377,Xây dựng và Bất động sản,Nhà thầu chuyên môn,L61
378,Xây dựng và Bất động sản,Nhà thầu chuyên môn,L62
379,Xây dựng và Bất động sản,Nhà thầu chuyên môn,LCD
380,Xây dựng và Bất động sản,Nhà thầu chuyên môn,LM7
381,Xây dựng và Bất động sản,Nhà thầu chuyên môn,LM8
382,Xây dựng và Bất động sản,Nhà thầu chuyên môn,LMI
383,Xây dựng và Bất động sản,Nhà thầu chuyên môn,LO5
384,Xây dựng và Bất động sản,Nhà thầu chuyên môn,MEC
385,Xây dựng và Bất động sản,Nhà thầu chuyên môn,PTC
386,Xây dựng và Bất động sản,Nhà thầu chuyên môn,REE
387,Xây dựng và Bất động sản,Nhà thầu chuyên môn,SRF
388,Xây dựng và Bất động sản,Nhà thầu chuyên môn,TST
389,Xây dựng và Bất động sản,Nhà thầu chuyên môn,VCG
390,Xây dựng và Bất động sản,Nhà thầu chuyên môn,VMC
391,Xây dựng và Bất động sản,Phát triển bất động sản,AGG
392,Xây dựng và Bất động sản,Phát triển bất động sản,API
393,Xây dựng và Bất động sản,Phát triển bất động sản,BCE
394,Xây dựng và Bất động sản,Phát triển bất động sản,BVL
395,Xây dựng và Bất động sản,Phát triển bất động sản,C21
396,Xây dựng và Bất động sản,Phát triển bất động sản,CDC
397,Xây dựng và Bất động sản,Phát triển bất động sản,CEO
398,Xây dựng và Bất động sản,Phát triển bất động sản,CIG
399,Xây dựng và Bất động sản,Phát triển bất động sản,CKG
400,Xây dựng và Bất động sản,Phát triển bất động sản,D11
401,Xây dựng và Bất động sản,Phát triển bất động sản,D2D
402,Xây dựng và Bất động sản,Phát triển bất động sản,DIG
403,Xây dựng và Bất động sản,Phát triển bất động sản,DKC
404,Xây dựng và Bất động sản,Phát triển bất động sản,DTA
405,Xây dựng và Bất động sản,Phát triển bất động sản,DXG
406,Xây dựng và Bất động sản,Phát triển bất động sản,EVG
407,Xây dựng và Bất động sản,Phát triển bất động sản,FIR
408,Xây dựng và Bất động sản,Phát triển bất động sản,FLC
409,Xây dựng và Bất động sản,Phát triển bất động sản,HCI
410,Xây dựng và Bất động sản,Phát triển bất động sản,HD2
411,Xây dựng và Bất động sản,Phát triển bất động sản,HD8
412,Xây dựng và Bất động sản,Phát triển bất động sản,HDC
413,Xây dựng và Bất động sản,Phát triển bất động sản,HDG
414,Xây dựng và Bất động sản,Phát triển bất động sản,HLD
415,Xây dựng và Bất động sản,Phát triển bất động sản,HPX
416,Xây dựng và Bất động sản,Phát triển bất động sản,HQC
417,Xây dựng và Bất động sản,Phát triển bất động sản,HU1
418,Xây dựng và Bất động sản,Phát triển bất động sản,HU6
419,Xây dựng và Bất động sản,Phát triển bất động sản,HUT
420,Xây dựng và Bất động sản,Phát triển bất động sản,ICC
421,Xây dựng và Bất động sản,Phát triển bất động sản,ICG
422,Xây dựng và Bất động sản,Phát triển bất động sản,IJC
